ZFIN:ZDB-GENE-070410-44	NCBI_gene:11162
ZFIN:ZDB-GENE-081104-83	NCBI_gene:255101
ZFIN:ZDB-GENE-060526-345	NCBI_gene:55124
ZFIN:ZDB-GENE-030813-2	NCBI_gene:9271
ZFIN:ZDB-GENE-050913-67	NCBI_gene:8079
ZFIN:ZDB-GENE-040801-167	NCBI_gene:6159
ZFIN:ZDB-GENE-040801-207	NCBI_gene:79036
ZFIN:ZDB-GENE-041210-107	NCBI_gene:9725
ZFIN:ZDB-GENE-030131-4320	NCBI_gene:55362
ZFIN:ZDB-GENE-040718-387	NCBI_gene:83877
ZFIN:ZDB-GENE-070620-20	NCBI_gene:80213
ZFIN:ZDB-GENE-050208-580	NCBI_gene:83941
ZFIN:ZDB-GENE-060929-392	NCBI_gene:80817
ZFIN:ZDB-GENE-060728-1	NCBI_gene:89884
ZFIN:ZDB-GENE-070530-3	NCBI_gene:79776
ZFIN:ZDB-GENE-050309-237	NCBI_gene:85446
ZFIN:ZDB-GENE-031008-2	NCBI_gene:431707
ZFIN:ZDB-GENE-041025-1	NCBI_gene:26468
ZFIN:ZDB-GENE-980526-419	NCBI_gene:4005
ZFIN:ZDB-GENE-021115-6	NCBI_gene:4004
ZFIN:ZDB-GENE-050522-201	NCBI_gene:55885
ZFIN:ZDB-GENE-030131-3570	NCBI_gene:8543
ZFIN:ZDB-GENE-040206-1	NCBI_gene:2273
ZFIN:ZDB-GENE-050114-2	NCBI_gene:4010
ZFIN:ZDB-GENE-051220-1	NCBI_gene:9355
ZFIN:ZDB-GENE-050417-210	NCBI_gene:56956
ZFIN:ZDB-GENE-040426-2889	NCBI_gene:1397
ZFIN:ZDB-GENE-041111-1	NCBI_gene:1396
ZFIN:ZDB-GENE-040718-283	NCBI_gene:6882
ZFIN:ZDB-GENE-061013-747	NCBI_gene:158135
ZFIN:ZDB-GENE-070112-2112	NCBI_gene:79739
ZFIN:ZDB-GENE-080107-1	NCBI_gene:284076
ZFIN:ZDB-GENE-040426-697	NCBI_gene:23170
ZFIN:ZDB-GENE-041014-297	NCBI_gene:83887
ZFIN:ZDB-GENE-040426-1326	NCBI_gene:25809
ZFIN:ZDB-GENE-030131-1582	NCBI_gene:164395
ZFIN:ZDB-GENE-060929-608	NCBI_gene:150465
ZFIN:ZDB-GENE-060616-182	NCBI_gene:26140
ZFIN:ZDB-GENE-070912-313	NCBI_gene:9654
ZFIN:ZDB-GENE-081104-350	NCBI_gene:254173
ZFIN:ZDB-GENE-041114-64	NCBI_gene:10254
ZFIN:ZDB-GENE-031118-123	NCBI_gene:8027
ZFIN:ZDB-GENE-030131-6107	NCBI_gene:9146
ZFIN:ZDB-GENE-041024-4	NCBI_gene:57590
ZFIN:ZDB-GENE-041111-211	NCBI_gene:115825
ZFIN:ZDB-GENE-040822-13	NCBI_gene:26088
ZFIN:ZDB-GENE-060721-1	NCBI_gene:10043
ZFIN:ZDB-GENE-040723-3	NCBI_gene:5019
ZFIN:ZDB-GENE-030616-253	NCBI_gene:56970
ZFIN:ZDB-GENE-060519-13	NCBI_gene:127002
ZFIN:ZDB-GENE-081104-237	NCBI_gene:23523
ZFIN:ZDB-GENE-070912-5	NCBI_gene:51078
ZFIN:ZDB-GENE-040801-205	NCBI_gene:8651
ZFIN:ZDB-GENE-050907-1	NCBI_gene:1154
ZFIN:ZDB-GENE-041210-171	NCBI_gene:8835
ZFIN:ZDB-GENE-030131-7349	NCBI_gene:9021
ZFIN:ZDB-GENE-080722-18	NCBI_gene:9655
ZFIN:ZDB-GENE-040426-1806	NCBI_gene:84668
ZFIN:ZDB-GENE-040930-8	NCBI_gene:56683
ZFIN:ZDB-GENE-060503-368	NCBI_gene:10675
ZFIN:ZDB-GENE-021219-1	NCBI_gene:54955
ZFIN:ZDB-GENE-060510-5	NCBI_gene:2178
ZFIN:ZDB-GENE-041111-240	NCBI_gene:2873
ZFIN:ZDB-GENE-040426-1038	NCBI_gene:9861
ZFIN:ZDB-GENE-070424-20	NCBI_gene:144363
ZFIN:ZDB-GENE-050913-47	NCBI_gene:9709
ZFIN:ZDB-GENE-040426-868	NCBI_gene:64224
ZFIN:ZDB-GENE-080722-33	NCBI_gene:25927
ZFIN:ZDB-GENE-041212-36	NCBI_gene:55788
ZFIN:ZDB-GENE-040426-1090	NCBI_gene:79621
ZFIN:ZDB-GENE-070627-13	NCBI_gene:9969
ZFIN:ZDB-GENE-040714-3	NCBI_gene:28981
ZFIN:ZDB-GENE-050522-151	NCBI_gene:10923
ZFIN:ZDB-GENE-030131-6443	NCBI_gene:25844
ZFIN:ZDB-GENE-041010-23	NCBI_gene:56986
ZFIN:ZDB-GENE-011205-14	NCBI_gene:4512
ZFIN:ZDB-GENE-041114-146	NCBI_gene:51070
ZFIN:ZDB-GENE-060810-38	NCBI_gene:148808
ZFIN:ZDB-GENE-040426-1643	NCBI_gene:148808
ZFIN:ZDB-GENE-070410-26	NCBI_gene:91749
ZFIN:ZDB-GENE-091204-32	NCBI_gene:102466223
ZFIN:ZDB-GENE-070410-95	NCBI_gene:83888
ZFIN:ZDB-GENE-050208-135	NCBI_gene:143282
ZFIN:ZDB-GENE-081106-1	NCBI_gene:9982
ZFIN:ZDB-GENE-081104-431	NCBI_gene:11178
ZFIN:ZDB-GENE-030131-9587	NCBI_gene:84445
ZFIN:ZDB-GENE-040426-1947	NCBI_gene:8208
ZFIN:ZDB-GENE-030131-4958	NCBI_gene:6448
ZFIN:ZDB-GENE-060503-154	NCBI_gene:22901
ZFIN:ZDB-GENE-050320-118	NCBI_gene:410
ZFIN:ZDB-GENE-061215-37	NCBI_gene:3423
ZFIN:ZDB-GENE-060929-332	NCBI_gene:153642
ZFIN:ZDB-GENE-050107-5	NCBI_gene:2799
ZFIN:ZDB-GENE-030131-9242	NCBI_gene:23213
ZFIN:ZDB-GENE-030131-775	NCBI_gene:55959
ZFIN:ZDB-GENE-070112-1152	NCBI_gene:2588
ZFIN:ZDB-GENE-081104-120	NCBI_gene:414
ZFIN:ZDB-GENE-030717-5	NCBI_gene:412
ZFIN:ZDB-GENE-050417-409	NCBI_gene:342979
ZFIN:ZDB-GENE-070705-48	NCBI_gene:54873
ZFIN:ZDB-GENE-061110-16	NCBI_gene:729920
ZFIN:ZDB-GENE-070410-66	NCBI_gene:9392
ZFIN:ZDB-GENE-080530-2	NCBI_gene:23339
ZFIN:ZDB-GENE-040426-2536	NCBI_gene:10423
ZFIN:ZDB-GENE-070424-70	NCBI_gene:65084
ZFIN:ZDB-GENE-081104-80	NCBI_gene:414919
ZFIN:ZDB-GENE-040426-2274	NCBI_gene:117584
ZFIN:ZDB-GENE-071004-31	NCBI_gene:80196
ZFIN:ZDB-GENE-990415-190	NCBI_gene:390892
ZFIN:ZDB-GENE-030131-6657	NCBI_gene:8815
ZFIN:ZDB-GENE-030131-7763	NCBI_gene:53344
ZFIN:ZDB-GENE-040426-778	NCBI_gene:26511
ZFIN:ZDB-GENE-040718-223	NCBI_gene:10550
ZFIN:ZDB-GENE-050417-190	NCBI_gene:11230
ZFIN:ZDB-GENE-070112-2102	NCBI_gene:317662
ZFIN:ZDB-GENE-081107-36	NCBI_gene:25854
ZFIN:ZDB-GENE-070410-68	NCBI_gene:114049
ZFIN:ZDB-GENE-060312-9	NCBI_gene:1805
ZFIN:ZDB-GENE-041001-178	NCBI_gene:442213
ZFIN:ZDB-GENE-091204-98	NCBI_gene:139411
ZFIN:ZDB-GENE-061220-1	NCBI_gene:139411
ZFIN:ZDB-GENE-030915-1	NCBI_gene:85455
ZFIN:ZDB-GENE-030911-7	NCBI_gene:84976
ZFIN:ZDB-GENE-980526-44	NCBI_gene:8643
ZFIN:ZDB-GENE-980526-196	NCBI_gene:5727
ZFIN:ZDB-GENE-040107-41	NCBI_gene:22937
ZFIN:ZDB-GENE-030131-3161	NCBI_gene:4864
ZFIN:ZDB-GENE-030131-7811	NCBI_gene:149297
ZFIN:ZDB-GENE-080220-25	NCBI_gene:286336
ZFIN:ZDB-GENE-040426-2787	NCBI_gene:5356
ZFIN:ZDB-GENE-050506-110	NCBI_gene:10111
ZFIN:ZDB-GENE-040912-102	NCBI_gene:554235
ZFIN:ZDB-GENE-040426-1195	NCBI_gene:9980
ZFIN:ZDB-GENE-050309-65	NCBI_gene:23033
ZFIN:ZDB-GENE-041212-68	NCBI_gene:92667
ZFIN:ZDB-GENE-030131-2341	NCBI_gene:102466757
ZFIN:ZDB-GENE-040227-1	NCBI_gene:27232
ZFIN:ZDB-GENE-060929-1174	NCBI_gene:338657
ZFIN:ZDB-GENE-041210-322	NCBI_gene:132949
ZFIN:ZDB-GENE-060503-816	NCBI_gene:79611
ZFIN:ZDB-GENE-050320-139	NCBI_gene:84532
ZFIN:ZDB-GENE-040718-388	NCBI_gene:55902
ZFIN:ZDB-GENE-080220-22	NCBI_gene:6296
ZFIN:ZDB-GENE-040426-903	NCBI_gene:65985
ZFIN:ZDB-GENE-060825-7	NCBI_gene:80221
ZFIN:ZDB-GENE-050419-76	NCBI_gene:102725374
ZFIN:ZDB-GENE-110805-2	NCBI_gene:5021
ZFIN:ZDB-GENE-110411-48	NCBI_gene:554
ZFIN:ZDB-GENE-041210-105	NCBI_gene:552
ZFIN:ZDB-GENE-060526-183	NCBI_gene:10886
ZFIN:ZDB-GENE-070228-3	NCBI_gene:3062
ZFIN:ZDB-GENE-041205-1	NCBI_gene:5836
ZFIN:ZDB-GENE-040928-2	NCBI_gene:5834
ZFIN:ZDB-GENE-040426-1206	NCBI_gene:102725475
ZFIN:ZDB-GENE-040718-385	NCBI_gene:10113
ZFIN:ZDB-GENE-041210-166	NCBI_gene:58516
ZFIN:ZDB-GENE-091204-268	NCBI_gene:6452
ZFIN:ZDB-GENE-040426-821	NCBI_gene:988
ZFIN:ZDB-GENE-100922-46	NCBI_gene:102725085
ZFIN:ZDB-GENE-040718-413	NCBI_gene:9988
ZFIN:ZDB-GENE-030131-5794	NCBI_gene:6621
ZFIN:ZDB-GENE-991110-14	NCBI_gene:4602
ZFIN:ZDB-GENE-041007-1	NCBI_gene:4605
ZFIN:ZDB-GENE-041111-281	NCBI_gene:4603
ZFIN:ZDB-GENE-050320-27	NCBI_gene:340277
ZFIN:ZDB-GENE-061103-331	NCBI_gene:65244
ZFIN:ZDB-GENE-060810-114	NCBI_gene:29078
ZFIN:ZDB-GENE-021115-3	NCBI_gene:50700
ZFIN:ZDB-GENE-050522-226	NCBI_gene:201140
ZFIN:ZDB-GENE-050417-277	NCBI_gene:25979
ZFIN:ZDB-GENE-030616-591	NCBI_gene:115817
ZFIN:ZDB-GENE-030902-2	NCBI_gene:873
ZFIN:ZDB-GENE-030131-1066	NCBI_gene:84263
ZFIN:ZDB-GENE-040426-1498	NCBI_gene:728635
ZFIN:ZDB-GENE-040426-1002	NCBI_gene:374875
ZFIN:ZDB-GENE-060825-21	NCBI_gene:51635
ZFIN:ZDB-GENE-040426-1400	NCBI_gene:8459
ZFIN:ZDB-GENE-000210-10	NCBI_gene:8460
ZFIN:ZDB-GENE-050522-321	NCBI_gene:54475
ZFIN:ZDB-GENE-090313-42	NCBI_gene:57529
ZFIN:ZDB-GENE-051214-4	NCBI_gene:57529
ZFIN:ZDB-GENE-091204-297	NCBI_gene:284467
ZFIN:ZDB-GENE-030131-10018	NCBI_gene:6233
ZFIN:ZDB-GENE-090312-102	NCBI_gene:93550
ZFIN:ZDB-GENE-051023-7	NCBI_gene:7311
ZFIN:ZDB-GENE-021211-1	NCBI_gene:9636
ZFIN:ZDB-GENE-040426-1089	NCBI_gene:8266
ZFIN:ZDB-GENE-030616-588	NCBI_gene:4738
ZFIN:ZDB-GENE-061110-88	NCBI_gene:7314
ZFIN:ZDB-GENE-030131-8486	NCBI_gene:7316
ZFIN:ZDB-GENE-041010-188	NCBI_gene:55602
ZFIN:ZDB-GENE-030616-73	NCBI_gene:55922
ZFIN:ZDB-GENE-041010-154	NCBI_gene:91368
ZFIN:ZDB-GENE-050306-53	NCBI_gene:80167
ZFIN:ZDB-GENE-030131-7023	NCBI_gene:832
ZFIN:ZDB-GENE-040709-2	NCBI_gene:102466749
ZFIN:ZDB-GENE-040426-2901	NCBI_gene:23450
ZFIN:ZDB-GENE-040426-1272	NCBI_gene:1642
ZFIN:ZDB-GENE-040718-120	NCBI_gene:79719
ZFIN:ZDB-GENE-031114-4	NCBI_gene:102724876
ZFIN:ZDB-GENE-040827-2	NCBI_gene:23639
ZFIN:ZDB-GENE-031030-11	NCBI_gene:79598
ZFIN:ZDB-GENE-040704-43	NCBI_gene:286187
ZFIN:ZDB-GENE-050419-232	NCBI_gene:136332
ZFIN:ZDB-GENE-110913-65	NCBI_gene:65999
ZFIN:ZDB-GENE-041111-207	NCBI_gene:85444
ZFIN:ZDB-GENE-040801-178	NCBI_gene:83544
ZFIN:ZDB-GENE-061103-349	NCBI_gene:83450
ZFIN:ZDB-GENE-080917-56	NCBI_gene:
ZFIN:ZDB-GENE-051113-288	NCBI_gene:5510
ZFIN:ZDB-GENE-040426-2450	NCBI_gene:126549
ZFIN:ZDB-GENE-030131-490	NCBI_gene:23592
ZFIN:ZDB-GENE-051113-296	NCBI_gene:55184
ZFIN:ZDB-GENE-990415-267	NCBI_gene:2290
ZFIN:ZDB-GENE-041203-2	NCBI_gene:93986
ZFIN:ZDB-GENE-060810-70	NCBI_gene:54704
ZFIN:ZDB-GENE-000921-2	NCBI_gene:57546
ZFIN:ZDB-GENE-060628-1	NCBI_gene:10454
ZFIN:ZDB-GENE-991102-15	NCBI_gene:5494
ZFIN:ZDB-GENE-041114-185	NCBI_gene:5495
ZFIN:ZDB-GENE-050306-8	NCBI_gene:152926
ZFIN:ZDB-GENE-051128-2	NCBI_gene:9647
ZFIN:ZDB-GENE-070326-2	NCBI_gene:22843
ZFIN:ZDB-GENE-061027-190	NCBI_gene:57460
ZFIN:ZDB-GENE-061103-118	NCBI_gene:151742
ZFIN:ZDB-GENE-070410-122	NCBI_gene:102724454
ZFIN:ZDB-GENE-041114-27	NCBI_gene:8493
ZFIN:ZDB-GENE-030425-4	NCBI_gene:5496
ZFIN:ZDB-GENE-070112-1862	NCBI_gene:26258
ZFIN:ZDB-GENE-030131-1008	NCBI_gene:79981
ZFIN:ZDB-GENE-040912-74	NCBI_gene:22920
ZFIN:ZDB-GENE-040426-699	NCBI_gene:9388
ZFIN:ZDB-GENE-990415-139	NCBI_gene:4023
ZFIN:ZDB-GENE-040426-1361	NCBI_gene:3990
ZFIN:ZDB-GENE-040801-242	NCBI_gene:200879
ZFIN:ZDB-GENE-060810-90	NCBI_gene:7798
ZFIN:ZDB-GENE-030131-1935	NCBI_gene:27145
ZFIN:ZDB-GENE-070410-7	NCBI_gene:11259
ZFIN:ZDB-GENE-040724-65	NCBI_gene:55917
ZFIN:ZDB-GENE-030131-9885	NCBI_gene:7357
ZFIN:ZDB-GENE-091118-113	NCBI_gene:84418
ZFIN:ZDB-GENE-060810-119	NCBI_gene:326340
ZFIN:ZDB-GENE-040823-3	NCBI_gene:9129
ZFIN:ZDB-GENE-030131-2022	NCBI_gene:6234
ZFIN:ZDB-GENE-040801-83	NCBI_gene:5434
ZFIN:ZDB-GENE-110411-241	NCBI_gene:653519
ZFIN:ZDB-GENE-110411-241	NCBI_gene:653519
ZFIN:ZDB-GENE-060526-294	NCBI_gene:2029
ZFIN:ZDB-GENE-040426-1281	NCBI_gene:10776
ZFIN:ZDB-GENE-040426-930	NCBI_gene:10776
ZFIN:ZDB-GENE-070928-34	NCBI_gene:84432
ZFIN:ZDB-GENE-050522-390	NCBI_gene:51373
ZFIN:ZDB-GENE-050522-390	NCBI_gene:51373
ZFIN:ZDB-GENE-050417-151	NCBI_gene:83636
ZFIN:ZDB-GENE-040718-156	NCBI_gene:80854
ZFIN:ZDB-GENE-050417-7	NCBI_gene:118812
ZFIN:ZDB-GENE-050522-267	NCBI_gene:254956
ZFIN:ZDB-GENE-041008-22	NCBI_gene:89765
ZFIN:ZDB-GENE-050417-152	NCBI_gene:283385
ZFIN:ZDB-GENE-040718-187	NCBI_gene:10430
ZFIN:ZDB-GENE-110407-7	NCBI_gene:540
ZFIN:ZDB-GENE-060825-45	NCBI_gene:538
ZFIN:ZDB-GENE-061215-126	NCBI_gene:23400
ZFIN:ZDB-GENE-040426-2804	NCBI_gene:57130
ZFIN:ZDB-GENE-001212-7	NCBI_gene:478
ZFIN:ZDB-GENE-001212-6	NCBI_gene:477
ZFIN:ZDB-GENE-001212-5	NCBI_gene:476
ZFIN:ZDB-GENE-061027-60	NCBI_gene:493
ZFIN:ZDB-GENE-030925-29	NCBI_gene:490
ZFIN:ZDB-GENE-080409-2	NCBI_gene:491
ZFIN:ZDB-GENE-060503-615	NCBI_gene:27032
ZFIN:ZDB-GENE-060531-103	NCBI_gene:489
ZFIN:ZDB-GENE-040426-702	NCBI_gene:488
ZFIN:ZDB-GENE-040625-120	NCBI_gene:439
ZFIN:ZDB-GENE-040718-341	NCBI_gene:6854
ZFIN:ZDB-GENE-010130-2	NCBI_gene:1488
ZFIN:ZDB-GENE-060421-4235	NCBI_gene:1487
ZFIN:ZDB-GENE-030131-647	NCBI_gene:26227
ZFIN:ZDB-GENE-040724-230	NCBI_gene:9380
ZFIN:ZDB-GENE-040426-961	NCBI_gene:58493
ZFIN:ZDB-GENE-070112-1502	NCBI_gene:10318
ZFIN:ZDB-GENE-050307-4	NCBI_gene:11317
ZFIN:ZDB-GENE-070319-1	NCBI_gene:3516
ZFIN:ZDB-GENE-021219-2	NCBI_gene:51606
ZFIN:ZDB-GENE-081104-415	NCBI_gene:26272
ZFIN:ZDB-GENE-040724-146	NCBI_gene:729515
ZFIN:ZDB-GENE-041010-24	NCBI_gene:4234
ZFIN:ZDB-GENE-030616-408	NCBI_gene:55839
ZFIN:ZDB-GENE-030131-6168	NCBI_gene:26277
ZFIN:ZDB-GENE-030131-9878	NCBI_gene:64318
ZFIN:ZDB-GENE-040718-235	NCBI_gene:26064
ZFIN:ZDB-GENE-110324-1	NCBI_gene:25913
ZFIN:ZDB-GENE-040308-2	NCBI_gene:102466986
ZFIN:ZDB-GENE-060519-5	NCBI_gene:10152
ZFIN:ZDB-GENE-060929-1182	NCBI_gene:10006
ZFIN:ZDB-GENE-060503-229	NCBI_gene:257415
ZFIN:ZDB-GENE-040426-1201	NCBI_gene:51285
ZFIN:ZDB-GENE-070912-329	NCBI_gene:6016
ZFIN:ZDB-GENE-040718-215	NCBI_gene:28512
ZFIN:ZDB-GENE-040801-166	NCBI_gene:28511
ZFIN:ZDB-GENE-040718-198	NCBI_gene:79785
ZFIN:ZDB-GENE-040426-793	NCBI_gene:65997
ZFIN:ZDB-GENE-030131-5607	NCBI_gene:6236
ZFIN:ZDB-GENE-081110-1	NCBI_gene:161253
ZFIN:ZDB-GENE-060825-251	NCBI_gene:2669
ZFIN:ZDB-GENE-110411-67	NCBI_gene:22808
ZFIN:ZDB-GENE-041010-217	NCBI_gene:6237
ZFIN:ZDB-GENE-050417-352	NCBI_gene:22800
ZFIN:ZDB-GENE-040426-1690	NCBI_gene:6009
ZFIN:ZDB-GENE-040801-267	NCBI_gene:5899
ZFIN:ZDB-GENE-040426-1344	NCBI_gene:5898
ZFIN:ZDB-GENE-990415-166	NCBI_gene:4893
ZFIN:ZDB-GENE-040808-67	NCBI_gene:3845
ZFIN:ZDB-GENE-050417-95	NCBI_gene:3265
ZFIN:ZDB-GENE-030131-5788	NCBI_gene:148252
ZFIN:ZDB-GENE-070912-620	NCBI_gene:148252
ZFIN:ZDB-GENE-040426-1473	NCBI_gene:51655
ZFIN:ZDB-GENE-040426-2818	NCBI_gene:5912
ZFIN:ZDB-GENE-041024-1	NCBI_gene:57826
ZFIN:ZDB-GENE-030131-9662	NCBI_gene:5908
ZFIN:ZDB-GENE-050419-138	NCBI_gene:
ZFIN:ZDB-GENE-030131-3789	NCBI_gene:8563
ZFIN:ZDB-GENE-030131-7691	NCBI_gene:9167
ZFIN:ZDB-GENE-050522-153	NCBI_gene:1347
ZFIN:ZDB-GENE-070112-412	NCBI_gene:7841
ZFIN:ZDB-GENE-070424-91	NCBI_gene:80298
ZFIN:ZDB-GENE-030131-8015	NCBI_gene:58487
ZFIN:ZDB-GENE-050306-16	NCBI_gene:29952
ZFIN:ZDB-GENE-040718-447	NCBI_gene:5547
ZFIN:ZDB-GENE-070209-286	NCBI_gene:2395
ZFIN:ZDB-GENE-040426-1065	NCBI_gene:1476
ZFIN:ZDB-GENE-040426-22	NCBI_gene:201895
ZFIN:ZDB-GENE-040718-183	NCBI_gene:56005
ZFIN:ZDB-GENE-040808-24	NCBI_gene:139231
ZFIN:ZDB-GENE-050417-424	NCBI_gene:5824
ZFIN:ZDB-GENE-040426-2845	NCBI_gene:9337
ZFIN:ZDB-GENE-061013-29	NCBI_gene:29883
ZFIN:ZDB-GENE-080402-7	NCBI_gene:57118
ZFIN:ZDB-GENE-050417-383	NCBI_gene:6794
ZFIN:ZDB-GENE-050327-62	NCBI_gene:84254
ZFIN:ZDB-GENE-030131-9588	NCBI_gene:816
ZFIN:ZDB-GENE-050913-146	NCBI_gene:818
ZFIN:ZDB-GENE-040718-277	NCBI_gene:817
ZFIN:ZDB-GENE-080722-13	NCBI_gene:10645
ZFIN:ZDB-GENE-061103-385	NCBI_gene:5260
ZFIN:ZDB-GENE-040426-825	NCBI_gene:5261
ZFIN:ZDB-GENE-051113-72	NCBI_gene:815
ZFIN:ZDB-GENE-040724-242	NCBI_gene:65975
ZFIN:ZDB-GENE-050119-1	NCBI_gene:5681
ZFIN:ZDB-GENE-030131-3497	NCBI_gene:91807
ZFIN:ZDB-GENE-081104-224	NCBI_gene:85443
ZFIN:ZDB-GENE-050420-170	NCBI_gene:166614
ZFIN:ZDB-GENE-080516-7	NCBI_gene:9201
ZFIN:ZDB-GENE-030616-161	NCBI_gene:5036
ZFIN:ZDB-GENE-030131-2172	NCBI_gene:10988
ZFIN:ZDB-GENE-050626-124	NCBI_gene:23173
ZFIN:ZDB-GENE-050522-71	NCBI_gene:254042
ZFIN:ZDB-GENE-040426-1151	NCBI_gene:7512
ZFIN:ZDB-GENE-040426-999	NCBI_gene:7511
ZFIN:ZDB-GENE-030131-9444	NCBI_gene:5184
ZFIN:ZDB-GENE-030902-1	NCBI_gene:1545
ZFIN:ZDB-GENE-011219-1	NCBI_gene:1543
ZFIN:ZDB-GENE-030616-67	NCBI_gene:7328
ZFIN:ZDB-GENE-040718-247	NCBI_gene:7320
ZFIN:ZDB-GENE-030616-72	NCBI_gene:7319
ZFIN:ZDB-GENE-030909-5	NCBI_gene:64400
ZFIN:ZDB-GENE-041010-150	NCBI_gene:387521
ZFIN:ZDB-GENE-070410-28	NCBI_gene:118424
ZFIN:ZDB-GENE-040426-2557	NCBI_gene:140739
ZFIN:ZDB-GENE-040426-2853	NCBI_gene:51465
ZFIN:ZDB-GENE-990614-17	NCBI_gene:7329
ZFIN:ZDB-GENE-010607-1	NCBI_gene:7329
ZFIN:ZDB-GENE-050417-288	NCBI_gene:7327
ZFIN:ZDB-GENE-040718-344	NCBI_gene:54926
ZFIN:ZDB-GENE-030131-6065	NCBI_gene:7326
ZFIN:ZDB-GENE-040718-15	NCBI_gene:65264
ZFIN:ZDB-GENE-051030-102	NCBI_gene:7335
ZFIN:ZDB-GENE-040426-2919	NCBI_gene:7336
ZFIN:ZDB-GENE-040426-1291	NCBI_gene:389898
ZFIN:ZDB-GENE-040426-2873	NCBI_gene:389898
ZFIN:ZDB-GENE-051030-48	NCBI_gene:11065
ZFIN:ZDB-GENE-050913-92	NCBI_gene:27338
ZFIN:ZDB-GENE-061013-547	NCBI_gene:29089
ZFIN:ZDB-GENE-050113-1	NCBI_gene:55284
ZFIN:ZDB-GENE-050320-48	NCBI_gene:3093
ZFIN:ZDB-GENE-040801-140	NCBI_gene:7866
ZFIN:ZDB-GENE-030131-6132	NCBI_gene:3475
ZFIN:ZDB-GENE-000330-3	NCBI_gene:26133
ZFIN:ZDB-GENE-081104-270	NCBI_gene:28962
ZFIN:ZDB-GENE-040426-1510	NCBI_gene:56947
ZFIN:ZDB-GENE-090312-172	NCBI_gene:23508
ZFIN:ZDB-GENE-050419-67	NCBI_gene:148014
ZFIN:ZDB-GENE-040426-1785	NCBI_gene:2281
ZFIN:ZDB-GENE-040801-23	NCBI_gene:11328
ZFIN:ZDB-GENE-100921-75	NCBI_gene:60681
ZFIN:ZDB-GENE-030616-357	NCBI_gene:51303
ZFIN:ZDB-GENE-040801-210	NCBI_gene:55033
ZFIN:ZDB-GENE-030616-182	NCBI_gene:51661
ZFIN:ZDB-GENE-040912-126	NCBI_gene:2286
ZFIN:ZDB-GENE-040426-1053	NCBI_gene:283237
ZFIN:ZDB-GENE-030616-419	NCBI_gene:2287
ZFIN:ZDB-GENE-040426-1849	NCBI_gene:23770
ZFIN:ZDB-GENE-030616-630	NCBI_gene:2289
ZFIN:ZDB-GENE-030131-514	NCBI_gene:2288
ZFIN:ZDB-GENE-050320-36	NCBI_gene:56892
ZFIN:ZDB-GENE-980526-312	NCBI_gene:4487
ZFIN:ZDB-GENE-040426-1543	NCBI_gene:55226
ZFIN:ZDB-GENE-060526-282	NCBI_gene:6249
ZFIN:ZDB-GENE-070117-2205	NCBI_gene:1639
ZFIN:ZDB-GENE-100727-3	NCBI_gene:7461
ZFIN:ZDB-GENE-030131-9296	NCBI_gene:1155
ZFIN:ZDB-GENE-070705-218	NCBI_gene:3704
ZFIN:ZDB-GENE-040801-183	NCBI_gene:6138
ZFIN:ZDB-GENE-050522-338	NCBI_gene:140459
ZFIN:ZDB-GENE-050417-428	NCBI_gene:161835
ZFIN:ZDB-GENE-041222-1	NCBI_gene:51479
ZFIN:ZDB-GENE-081107-19	NCBI_gene:55133
ZFIN:ZDB-GENE-020419-20	NCBI_gene:6222
ZFIN:ZDB-GENE-020419-20	NCBI_gene:6222
ZFIN:ZDB-GENE-020419-20	NCBI_gene:6222
ZFIN:ZDB-GENE-020419-20	NCBI_gene:6222
ZFIN:ZDB-GENE-020419-20	NCBI_gene:6222
ZFIN:ZDB-GENE-030826-12	NCBI_gene:22985
ZFIN:ZDB-GENE-041010-203	NCBI_gene:4331
ZFIN:ZDB-GENE-040724-194	NCBI_gene:284252
ZFIN:ZDB-GENE-041010-105	NCBI_gene:79047
ZFIN:ZDB-GENE-120215-239	NCBI_gene:100532726
ZFIN:ZDB-GENE-060804-2	NCBI_gene:154881
ZFIN:ZDB-GENE-040704-71	NCBI_gene:386618
ZFIN:ZDB-GENE-040718-14	NCBI_gene:200845
ZFIN:ZDB-GENE-030902-5	NCBI_gene:115207
ZFIN:ZDB-GENE-060117-2	NCBI_gene:57528
ZFIN:ZDB-GENE-060117-3	NCBI_gene:386617
ZFIN:ZDB-GENE-071113-1	NCBI_gene:9945
ZFIN:ZDB-GENE-070423-1	NCBI_gene:2673
ZFIN:ZDB-GENE-040426-1713	NCBI_gene:4729
ZFIN:ZDB-GENE-000330-5	NCBI_gene:994
ZFIN:ZDB-GENE-040625-125	NCBI_gene:29893
ZFIN:ZDB-GENE-030131-7002	NCBI_gene:51181
ZFIN:ZDB-GENE-090303-6	NCBI_gene:23162
ZFIN:ZDB-GENE-070820-7	NCBI_gene:9043
ZFIN:ZDB-GENE-040718-173	NCBI_gene:797
ZFIN:ZDB-GENE-030131-6251	NCBI_gene:85313
ZFIN:ZDB-GENE-051009-1	NCBI_gene:51645
ZFIN:ZDB-GENE-040625-159	NCBI_gene:53938
ZFIN:ZDB-GENE-040426-1118	NCBI_gene:10283
ZFIN:ZDB-GENE-040426-1096	NCBI_gene:23759
ZFIN:ZDB-GENE-070615-16	NCBI_gene:23398
ZFIN:ZDB-GENE-040426-1955	NCBI_gene:5479
