Mouse gene 	Human gene
MGI:2145977	NCBI_gene:57609
MGI:1920179	NCBI_gene:22982
MGI:109548	NCBI_gene:102
MGI:1096335	NCBI_gene:6868
MGI:1918328	NCBI_gene:11085
MGI:1861229	NCBI_gene:8747
MGI:2676326	NCBI_gene:102725164
MGI:1345157	NCBI_gene:8748
MGI:1340894	NCBI_gene:2515
MGI:105986	NCBI_gene:8749
MGI:2653822	NCBI_gene:203102
MGI:105376	NCBI_gene:8754
MGI:1333882	NCBI_gene:8751
MGI:1098667	NCBI_gene:4185
MGI:1340046	NCBI_gene:53616
MGI:1345162	NCBI_gene:8745
MGI:107825	NCBI_gene:101
MGI:1917650	NCBI_gene:27299
MGI:107247	NCBI_gene:8756
MGI:105988	NCBI_gene:10863
MGI:1341813	NCBI_gene:80332
MGI:105377	NCBI_gene:8728
MGI:105378	NCBI_gene:8038
MGI:1923724	NCBI_gene:100130872
MGI:2685683	NCBI_gene:221981
MGI:2443925	NCBI_gene:80731
MGI:2444989	NCBI_gene:80208
MGI:1919111	NCBI_gene:151112
MGI:1913864	NCBI_gene:54865
MGI:1919650	NCBI_gene:54984
MGI:98510	NCBI_gene:6929
MGI:98506	NCBI_gene:6925
MGI:101877	NCBI_gene:6938
MGI:1347001	NCBI_gene:686
MGI:1347055	NCBI_gene:55350
MGI:108395	NCBI_gene:8876
MGI:1914408	NCBI_gene:84826
MGI:1917362	NCBI_gene:375035
MGI:1918689	NCBI_gene:113402
MGI:1920832	NCBI_gene:79823
MGI:2384752	NCBI_gene:348262
MGI:1915491	NCBI_gene:100287175
MGI:2150920	NCBI_gene:53834
MGI:1926137	NCBI_gene:9814
MGI:1922661	NCBI_gene:57577
MGI:1350928	NCBI_gene:313
MGI:2443910	NCBI_gene:63035
MGI:1918708	NCBI_gene:54880
MGI:1354950	NCBI_gene:29982
MGI:2384589	NCBI_gene:8925
MGI:1919784	NCBI_gene:55920
MGI:1351630	NCBI_gene:26297
MGI:2444156	NCBI_gene:91433
MGI:1921268	NCBI_gene:57679
MGI:1913989	NCBI_gene:1104
MGI:1917200	NCBI_gene:1102
MGI:1918580	NCBI_gene:55213
MGI:1344037	NCBI_gene:6103
MGI:2176207	NCBI_gene:132243
MGI:95893	NCBI_gene:3005
MGI:2685307	NCBI_gene:8971
MGI:1888530	NCBI_gene:3010
MGI:1861461	NCBI_gene:3009
MGI:107502	NCBI_gene:3007
MGI:1931523	NCBI_gene:3024
MGI:1931526	NCBI_gene:3006
MGI:1931527	NCBI_gene:3008
MGI:1921749	NCBI_gene:50964
MGI:1913292	NCBI_gene:25928
MGI:1913830	NCBI_gene:51575
MGI:2384899	NCBI_gene:65095
MGI:1919671	NCBI_gene:150737
MGI:97806	NCBI_gene:102724375
MGI:97805	NCBI_gene:5770
MGI:1928376	NCBI_gene:5780
MGI:102695	NCBI_gene:5792
MGI:97815	NCBI_gene:5802
MGI:1321151	NCBI_gene:10076
MGI:102694	NCBI_gene:5797
MGI:1321152	NCBI_gene:11122
MGI:103310	NCBI_gene:5796
MGI:97812	NCBI_gene:5789
MGI:96055	NCBI_gene:5777
MGI:99511	NCBI_gene:5781
MGI:107170	NCBI_gene:26191
MGI:108410	NCBI_gene:26469
MGI:104673	NCBI_gene:5782
MGI:107418	NCBI_gene:5799
MGI:102765	NCBI_gene:5798
MGI:102467	NCBI_gene:5784
MGI:1344406	NCBI_gene:11099
MGI:2144837	NCBI_gene:25930
MGI:103293	NCBI_gene:5783
MGI:1196295	NCBI_gene:102725179
MGI:105307	NCBI_gene:5774
MGI:1099792	NCBI_gene:5775
MGI:97810	NCBI_gene:5788
MGI:97813	NCBI_gene:5791
MGI:97808	NCBI_gene:5786
MGI:3026877	NCBI_gene:5794
MGI:104574	NCBI_gene:5795
MGI:97816	NCBI_gene:5803
MGI:97814	NCBI_gene:5793
MGI:97807	NCBI_gene:84867
MGI:2156893	NCBI_gene:5778
MGI:109559	NCBI_gene:5801
MGI:97809	NCBI_gene:5787
MGI:1097152	NCBI_gene:5800
MGI:2385054	NCBI_gene:5190
MGI:1918632	NCBI_gene:102724071
MGI:1914709	NCBI_gene:4931
MGI:1927170	NCBI_gene:166378
MGI:1916966	NCBI_gene:9319
MGI:99919	NCBI_gene:7415
MGI:1923805	NCBI_gene:166785
MGI:97239	NCBI_gene:4594
MGI:1343050	NCBI_gene:608
MGI:1919299	NCBI_gene:115650
MGI:1915511	NCBI_gene:285753
MGI:1915551	NCBI_gene:9702
MGI:1918781	NCBI_gene:63895
MGI:3603204	NCBI_gene:9780
MGI:1926170	NCBI_gene:1743
MGI:105386	NCBI_gene:1629
MGI:1351627	NCBI_gene:8050
MGI:2385311	NCBI_gene:1737
MGI:2138968	NCBI_gene:10978
MGI:1921285	NCBI_gene:79707
MGI:1917353	NCBI_gene:10467
MGI:1916413	NCBI_gene:65080
MGI:1334416	NCBI_gene:134266
MGI:1334417	NCBI_gene:80273
MGI:1889205	NCBI_gene:10404
MGI:1917310	NCBI_gene:130560
MGI:107657	NCBI_gene:3456
MGI:107668	NCBI_gene:3449
MGI:2667156	NCBI_gene:338376
MGI:3701972	NCBI_gene:3467
MGI:2448469	NCBI_gene:3467
MGI:2683287	NCBI_gene:56832
MGI:1276574	NCBI_gene:7468
MGI:1918177	NCBI_gene:29072
MGI:1276545	NCBI_gene:64324
MGI:2444959	NCBI_gene:58508
MGI:2682319	NCBI_gene:8085
MGI:96995	NCBI_gene:4297
MGI:2446244	NCBI_gene:9739
MGI:1933199	NCBI_gene:26040
MGI:2652820	NCBI_gene:23067
MGI:1097695	NCBI_gene:2145
MGI:107940	NCBI_gene:2146
MGI:1915206	NCBI_gene:387893
MGI:1890396	NCBI_gene:79723
MGI:1099440	NCBI_gene:6839
MGI:2142581	NCBI_gene:54904
MGI:1934229	NCBI_gene:9869
MGI:2183158	NCBI_gene:55870
MGI:2685139	NCBI_gene:83852
MGI:1924933	NCBI_gene:79813
MGI:2148922	NCBI_gene:102724277
MGI:2148922	NCBI_gene:102724277
MGI:2148922	NCBI_gene:102724277
MGI:2148922	NCBI_gene:102724277
MGI:2148922	NCBI_gene:102724277
MGI:2148922	NCBI_gene:102724277
MGI:1915621	NCBI_gene:64081
MGI:1926321	NCBI_gene:10631
MGI:99959	NCBI_gene:7045
MGI:2685024	NCBI_gene:79583
MGI:2384791	NCBI_gene:115111
MGI:2143920	NCBI_gene:65012
MGI:2444594	NCBI_gene:115019
MGI:2159728	NCBI_gene:102465495
MGI:1346029	NCBI_gene:5172
MGI:2385046	NCBI_gene:116369
MGI:107181	NCBI_gene:1811
MGI:2385894	NCBI_gene:10861
MGI:892977	NCBI_gene:1836
MGI:1933154	NCBI_gene:375611
MGI:2444589	NCBI_gene:284129
MGI:2444491	NCBI_gene:55027
MGI:1915525	NCBI_gene:6117
MGI:106478	NCBI_gene:8662
MGI:104803	NCBI_gene:54414
MGI:1926273	NCBI_gene:6182
MGI:97563	NCBI_gene:5232
MGI:97555	NCBI_gene:5230
MGI:1920352	NCBI_gene:63027
MGI:1859559	NCBI_gene:10864
MGI:1336187	NCBI_gene:9376
MGI:2442750	NCBI_gene:114571
MGI:3645714	NCBI_gene:114571
MGI:2442751	NCBI_gene:114571
MGI:1195269	NCBI_gene:116085
MGI:892001	NCBI_gene:9356
MGI:1926225	NCBI_gene:51310
MGI:1333817	NCBI_gene:6581
MGI:108111	NCBI_gene:6580
MGI:1335072	NCBI_gene:6582
MGI:2685974	NCBI_gene:9389
MGI:2143107	NCBI_gene:9390
MGI:1918090	NCBI_gene:85413
MGI:1353479	NCBI_gene:6583
MGI:1329012	NCBI_gene:6584
MGI:2444335	NCBI_gene:136306
MGI:1915916	NCBI_gene:55530
MGI:2138153	NCBI_gene:10190
MGI:1890655	NCBI_gene:132954
MGI:1916083	NCBI_gene:79031
MGI:98090	NCBI_gene:5132
MGI:1914716	NCBI_gene:5082
MGI:1202877	NCBI_gene:102724770
MGI:2140843	NCBI_gene:79050
MGI:1913776	NCBI_gene:127428
MGI:1196908	NCBI_gene:6920
MGI:2685236	NCBI_gene:170082
MGI:107368	NCBI_gene:6919
MGI:1196624	NCBI_gene:6917
MGI:1914251	NCBI_gene:23378
MGI:3781475	NCBI_gene:286464
MGI:2443671	NCBI_gene:9940
MGI:3645063	NCBI_gene:170063
MGI:2389007	NCBI_gene:101930373
MGI:1923877	NCBI_gene:339779
MGI:2671003	NCBI_gene:135458
MGI:1277962	NCBI_gene:3364
MGI:109241	NCBI_gene:7005
MGI:106907	NCBI_gene:7004
MGI:104904	NCBI_gene:8463
MGI:101876	NCBI_gene:7003
MGI:1916125	NCBI_gene:9911
MGI:2442900	NCBI_gene:57458
MGI:2442368	NCBI_gene:23023
MGI:2385092	NCBI_gene:80019
MGI:2444752	NCBI_gene:92181
MGI:1929129	NCBI_gene:8819
MGI:1354709	NCBI_gene:79685
MGI:1927126	NCBI_gene:60482
MGI:1926089	NCBI_gene:125206
MGI:2140201	NCBI_gene:200010
MGI:1919316	NCBI_gene:115584
MGI:2181411	NCBI_gene:6524
MGI:1927848	NCBI_gene:6527
MGI:107678	NCBI_gene:6523
MGI:1858226	NCBI_gene:6526
MGI:2660847	NCBI_gene:8884
MGI:2149330	NCBI_gene:6528
MGI:2384916	NCBI_gene:160728
MGI:2138890	NCBI_gene:159963
MGI:1261849	NCBI_gene:9778
MGI:3647046	NCBI_gene:100113407
MGI:106426	NCBI_gene:124491
MGI:1921612	NCBI_gene:200162
MGI:98647	NCBI_gene:5252
MGI:98647	NCBI_gene:5252
MGI:105050	NCBI_gene:22823
MGI:1921266	NCBI_gene:26147
MGI:99444	NCBI_gene:9315
MGI:98917	NCBI_gene:7390
MGI:2385598	NCBI_gene:10569
MGI:2385262	NCBI_gene:84787
MGI:2444557	NCBI_gene:51111
MGI:1923747	NCBI_gene:6992
MGI:1923747	NCBI_gene:6992
MGI:1923747	NCBI_gene:6992
MGI:1923747	NCBI_gene:6992
MGI:1923747	NCBI_gene:6992
MGI:1923747	NCBI_gene:6992
MGI:1923747	NCBI_gene:6992
MGI:1923747	NCBI_gene:6992
MGI:3045354	NCBI_gene:401145
MGI:101859	NCBI_gene:54462
MGI:1916449	NCBI_gene:84071
MGI:104879	NCBI_gene:5133
MGI:4936886	NCBI_gene:160065
MGI:2685692	NCBI_gene:399967
MGI:4936999	NCBI_gene:100169851
MGI:3647831	NCBI_gene:138240
MGI:1930790	NCBI_gene:399968
MGI:104590	NCBI_gene:56
MGI:103039	NCBI_gene:6773
MGI:103063	NCBI_gene:6772
MGI:103038	NCBI_gene:6774
MGI:103062	NCBI_gene:6775
MGI:103034	NCBI_gene:6778
MGI:103036	NCBI_gene:6776
MGI:103035	NCBI_gene:102723386
MGI:105992	NCBI_gene:7086
MGI:1933244	NCBI_gene:8277
MGI:1921669	NCBI_gene:84076
MGI:1915513	NCBI_gene:5162
MGI:88137	NCBI_gene:594
MGI:1270863	NCBI_gene:5550
MGI:2441932	NCBI_gene:9581
MGI:2181669	NCBI_gene:94101
MGI:1914094	NCBI_gene:29095
MGI:1913862	NCBI_gene:94103
MGI:2443514	NCBI_gene:11169
MGI:1914868	NCBI_gene:60496
MGI:1916452	NCBI_gene:5763
MGI:97803	NCBI_gene:100506248
MGI:1859652	NCBI_gene:10651
MGI:1923382	NCBI_gene:84553
MGI:2686040	NCBI_gene:345778
MGI:103025	NCBI_gene:4580
MGI:1915842	NCBI_gene:25949
MGI:2146198	NCBI_gene:55020
MGI:1096372	NCBI_gene:51087
MGI:2137670	NCBI_gene:8531
MGI:99146	NCBI_gene:4904
MGI:3584032	NCBI_gene:389421
MGI:1890546	NCBI_gene:79727
MGI:1919301	NCBI_gene:117583
MGI:2135608	NCBI_gene:56288
MGI:1891679	NCBI_gene:221927
MGI:1277143	NCBI_gene:2967
MGI:2443926	NCBI_gene:1657
MGI:2444630	NCBI_gene:23312
MGI:107193	NCBI_gene:4935
MGI:2385142	NCBI_gene:79828
MGI:1289171	NCBI_gene:55798
MGI:1914261	NCBI_gene:131965
MGI:95675	NCBI_gene:2643
MGI:1919348	NCBI_gene:137695
MGI:1915641	NCBI_gene:84330
MGI:1914621	NCBI_gene:112495
MGI:88508	NCBI_gene:1398
MGI:104686	NCBI_gene:1399
MGI:2442306	NCBI_gene:57697
MGI:1913298	NCBI_gene:83460
MGI:1917270	NCBI_gene:83444
MGI:2384904	NCBI_gene:162387
MGI:1922925	NCBI_gene:54842
MGI:2181763	NCBI_gene:79803
MGI:108430	NCBI_gene:398
MGI:101940	NCBI_gene:397
MGI:2178103	NCBI_gene:396
MGI:1929864	NCBI_gene:60314
MGI:1918128	NCBI_gene:64753
MGI:2441706	NCBI_gene:80342
MGI:1933549	NCBI_gene:7871
MGI:2685097	NCBI_gene:102725008
MGI:2685097	NCBI_gene:9884
MGI:2143698	NCBI_gene:55591
MGI:1919607	NCBI_gene:64897
MGI:107671	NCBI_gene:2823
MGI:97623	NCBI_gene:5354
MGI:107672	NCBI_gene:2824
MGI:1915363	NCBI_gene:10920
MGI:88541	NCBI_gene:1447
MGI:1338756	NCBI_gene:51298
MGI:1919118	NCBI_gene:100506564
MGI:2446138	NCBI_gene:9749
MGI:2140327	NCBI_gene:65979
MGI:1921439	NCBI_gene:116154
MGI:2659021	NCBI_gene:221692
MGI:1923036	NCBI_gene:9793
MGI:2685813	NCBI_gene:9413
MGI:1915771	NCBI_gene:10712
MGI:1917888	NCBI_gene:23359
MGI:97800	NCBI_gene:5744
MGI:2441817	NCBI_gene:22993
MGI:1924919	NCBI_gene:54848
MGI:3045339	NCBI_gene:389337
MGI:1917352	NCBI_gene:23268
MGI:104649	NCBI_gene:1339
MGI:103099	NCBI_gene:1337
MGI:3040672	NCBI_gene:26809
MGI:3781353	NCBI_gene:26809
MGI:2447670	NCBI_gene:23295
MGI:2442484	NCBI_gene:114804
MGI:87948	NCBI_gene:159
MGI:87947	NCBI_gene:122622
MGI:2385277	NCBI_gene:90353
MGI:1913476	NCBI_gene:6399
MGI:1913476	NCBI_gene:6399
MGI:1916295	NCBI_gene:51693
MGI:2445027	NCBI_gene:10892
MGI:2684944	NCBI_gene:745
MGI:2685085	NCBI_gene:196446
MGI:1921372	NCBI_gene:79188
MGI:1098592	NCBI_gene:10195
MGI:108089	NCBI_gene:2079
MGI:1916526	NCBI_gene:7095
MGI:2667176	NCBI_gene:126298
MGI:107339	NCBI_gene:85476
MGI:2137092	NCBI_gene:60678
MGI:1349431	NCBI_gene:1968
MGI:1349430	NCBI_gene:
MGI:1923686	NCBI_gene:7284
MGI:2140726	NCBI_gene:102725396
MGI:1860138	NCBI_gene:54676
MGI:109443	NCBI_gene:9567
MGI:1924034	NCBI_gene:4528
MGI:2441772	NCBI_gene:9669
MGI:2141969	NCBI_gene:79631
MGI:1336880	NCBI_gene:9343
MGI:95288	NCBI_gene:1938
MGI:2444783	NCBI_gene:84340
MGI:1891704	NCBI_gene:10767
MGI:1316727	NCBI_gene:23708
MGI:1316728	NCBI_gene:2935
MGI:1096317	NCBI_gene:1917
MGI:1096881	NCBI_gene:102724204
MGI:1920393	NCBI_gene:22884
MGI:1927241	NCBI_gene:55759
MGI:1918346	NCBI_gene:54212
MGI:1919541	NCBI_gene:54221
MGI:101772	NCBI_gene:6640
MGI:101771	NCBI_gene:6645
MGI:101781	NCBI_gene:6641
MGI:2446129	NCBI_gene:283229
MGI:2685919	NCBI_gene:84766
MGI:2447762	NCBI_gene:55689
MGI:1917372	NCBI_gene:4300
MGI:1927238	NCBI_gene:4298
MGI:1927224	NCBI_gene:8089
MGI:97811	NCBI_gene:5790
MGI:1919349	NCBI_gene:102724932
MGI:2447813	NCBI_gene:84947
MGI:1914974	NCBI_gene:10940
MGI:1925424	NCBI_gene:170712
MGI:1913392	NCBI_gene:1349
MGI:1926236	NCBI_gene:28955
MGI:1914669	NCBI_gene:145407
MGI:97380	NCBI_gene:4908
MGI:88145	NCBI_gene:627
MGI:97321	NCBI_gene:4803
MGI:98002	NCBI_gene:6136
MGI:2137215	NCBI_gene:65003
MGI:1922656	NCBI_gene:374291
MGI:98642	NCBI_gene:6991
MGI:3045358	NCBI_gene:343521
MGI:1914594	NCBI_gene:200132
MGI:1913311	NCBI_gene:255758
MGI:1914367	NCBI_gene:6990
MGI:98643	NCBI_gene:6993
MGI:1913368	NCBI_gene:84324
MGI:2137211	NCBI_gene:65005
MGI:1913386	NCBI_gene:30834
MGI:1913386	NCBI_gene:30834
MGI:1913386	NCBI_gene:30834
MGI:1913386	NCBI_gene:30834
MGI:1913386	NCBI_gene:30834
MGI:1913386	NCBI_gene:30834
MGI:1913386	NCBI_gene:30834
MGI:1913386	NCBI_gene:30834
MGI:1917170	NCBI_gene:5438
MGI:1914255	NCBI_gene:51728
MGI:1261890	NCBI_gene:23219
MGI:107563	NCBI_gene:4665
MGI:107564	NCBI_gene:4664
MGI:1929475	NCBI_gene:134728
MGI:1915654	NCBI_gene:51299
MGI:2443642	NCBI_gene:123904
MGI:96013	NCBI_gene:8520
MGI:1914263	NCBI_gene:115209
MGI:1344402	NCBI_gene:59307
MGI:1338888	NCBI_gene:8807
MGI:105383	NCBI_gene:8809
MGI:1913106	NCBI_gene:26280
MGI:104975	NCBI_gene:3556
MGI:2687319	NCBI_gene:11141
MGI:106588	NCBI_gene:3902
MGI:96546	NCBI_gene:7850
MGI:98427	NCBI_gene:9173
MGI:1913107	NCBI_gene:8808
MGI:96545	NCBI_gene:3554
MGI:2139461	NCBI_gene:80021
MGI:1913685	NCBI_gene:55757
MGI:2443162	NCBI_gene:56886
MGI:1352751	NCBI_gene:4815
MGI:1196617	NCBI_gene:4814
MGI:1929645	NCBI_gene:9985
MGI:3652039	NCBI_gene:642636
MGI:108016	NCBI_gene:5885
MGI:3583960	NCBI_gene:55071
MGI:2147627	NCBI_gene:8565
MGI:2145219	NCBI_gene:3376
MGI:2444136	NCBI_gene:92935
MGI:2142973	NCBI_gene:23395
MGI:1913808	NCBI_gene:102724932
MGI:1345633	NCBI_gene:102465454
MGI:1916165	NCBI_gene:57176
MGI:1916165	NCBI_gene:
MGI:1916165	NCBI_gene:
MGI:90675	NCBI_gene:7407
MGI:90675	NCBI_gene:7407
MGI:90675	NCBI_gene:7407
MGI:1919586	NCBI_gene:55699
MGI:104728	NCBI_gene:819
MGI:2443880	NCBI_gene:222950
MGI:2443135	NCBI_gene:57624
MGI:1346343	NCBI_gene:11219
MGI:1328317	NCBI_gene:11277
MGI:1915427	NCBI_gene:84650
MGI:107822	NCBI_gene:10682
MGI:2444772	NCBI_gene:23051
MGI:2683087	NCBI_gene:22882
MGI:109271	NCBI_gene:11244
MGI:2443598	NCBI_gene:89876
MGI:1889334	NCBI_gene:168850
MGI:1915009	NCBI_gene:55848
MGI:1914473	NCBI_gene:51018
MGI:97369	NCBI_gene:4880
MGI:104630	NCBI_gene:7453
MGI:1917810	NCBI_gene:10352
MGI:2142951	NCBI_gene:80153
MGI:1919880	NCBI_gene:116835
MGI:1920692	NCBI_gene:259217
MGI:1195261	NCBI_gene:101930123
MGI:2449492	NCBI_gene:115701
MGI:1918731	NCBI_gene:80216
MGI:97231	NCBI_gene:4582
MGI:1916289	NCBI_gene:3638
MGI:1920249	NCBI_gene:51141
MGI:1916690	NCBI_gene:414918
MGI:2442980	NCBI_gene:201627
MGI:2444173	NCBI_gene:92255
MGI:1916139	NCBI_gene:337867
MGI:1925843	NCBI_gene:56675
MGI:1891884	NCBI_gene:83714
MGI:1919079	NCBI_gene:414301
MGI:1917244	NCBI_gene:84301
MGI:1923523	NCBI_gene:54602
MGI:1929601	NCBI_gene:80762
MGI:1913293	NCBI_gene:513
MGI:3589109	NCBI_gene:130367
MGI:2135760	NCBI_gene:81537
MGI:2445183	NCBI_gene:84814
MGI:1921661	NCBI_gene:403313
MGI:88175	NCBI_gene:4126
MGI:95872	NCBI_gene:2990
MGI:2384865	NCBI_gene:64921
MGI:2445114	NCBI_gene:102465666
MGI:5313118	NCBI_gene:102465666
MGI:97622	NCBI_gene:5350
MGI:1916296	NCBI_gene:81689
MGI:3574096	NCBI_gene:81689
MGI:1921566	NCBI_gene:122961
MGI:1913738	NCBI_gene:100287852
MGI:2152345	NCBI_gene:6875
MGI:2152346	NCBI_gene:6874
MGI:1924489	NCBI_gene:93109
MGI:2384837	NCBI_gene:54896
MGI:1343184	NCBI_gene:219285
MGI:1919787	NCBI_gene:157313
MGI:106035	NCBI_gene:4288
MGI:88437	NCBI_gene:1267
MGI:2685587	NCBI_gene:284013
MGI:2143676	NCBI_gene:22891
MGI:1261912	NCBI_gene:101927826
MGI:88253	NCBI_gene:767
MGI:1931322	NCBI_gene:100507258
MGI:88268	NCBI_gene:759
MGI:88270	NCBI_gene:761
MGI:88269	NCBI_gene:760
MGI:101946	NCBI_gene:763
MGI:1926249	NCBI_gene:11238
MGI:103100	NCBI_gene:766
MGI:1336193	NCBI_gene:770
MGI:1919855	NCBI_gene:56934
MGI:2447188	NCBI_gene:768
MGI:1344341	NCBI_gene:23632
MGI:1333786	NCBI_gene:765
MGI:1923709	NCBI_gene:771
MGI:1096574	NCBI_gene:762
MGI:1354163	NCBI_gene:102725420
MGI:95908	NCBI_gene:102465501
MGI:95908	NCBI_gene:102465501
MGI:95908	NCBI_gene:102465501
MGI:95908	NCBI_gene:102465501
MGI:95908	NCBI_gene:102465501
MGI:1915737	NCBI_gene:55281
MGI:96391	NCBI_gene:3382
MGI:1917625	NCBI_gene:130026
MGI:2447816	NCBI_gene:374920
MGI:108062	NCBI_gene:6478
MGI:2685758	NCBI_gene:283514
MGI:108064	NCBI_gene:6477
MGI:1915134	NCBI_gene:755
MGI:894646	NCBI_gene:3141
MGI:1913725	NCBI_gene:6228
MGI:1346333	NCBI_gene:6183
MGI:96429	NCBI_gene:4332
MGI:2686159	NCBI_gene:9447
MGI:103187	NCBI_gene:1728
MGI:104513	NCBI_gene:4835
MGI:1914544	NCBI_gene:8518
MGI:1924188	NCBI_gene:84991
MGI:2442451	NCBI_gene:285888
MGI:1928477	NCBI_gene:10330
MGI:95486	NCBI_gene:2091
MGI:1919675	NCBI_gene:79768
MGI:98159	NCBI_gene:6194
MGI:2684864	NCBI_gene:5198
MGI:2384034	NCBI_gene:8846
MGI:88497	NCBI_gene:1393
MGI:1920717	NCBI_gene:205327
MGI:1915140	NCBI_gene:51569
MGI:2181192	NCBI_gene:102723830
MGI:3614797	NCBI_gene:92129
MGI:2685968	NCBI_gene:134701
MGI:1919579	NCBI_gene:51585
MGI:2384576	NCBI_gene:80185
MGI:2387201	NCBI_gene:79693
MGI:2686277	NCBI_gene:402665
MGI:1919308	NCBI_gene:150084
MGI:2444846	NCBI_gene:257194
MGI:1261760	NCBI_gene:4045
MGI:2446259	NCBI_gene:50863
MGI:97397	NCBI_gene:4978
MGI:2685842	NCBI_gene:389813
MGI:1918355	NCBI_gene:130916
MGI:1913660	NCBI_gene:51001
MGI:1915841	NCBI_gene:55034
MGI:1913362	NCBI_gene:64757
MGI:1914497	NCBI_gene:54996
MGI:1931834	NCBI_gene:51517
MGI:99257	NCBI_gene:3646
MGI:1913449	NCBI_gene:54939
MGI:1306825	NCBI_gene:8225
MGI:2442402	NCBI_gene:23019
MGI:2442892	NCBI_gene:81037
MGI:1927155	NCBI_gene:1209
MGI:3603344	NCBI_gene:353322
MGI:1921095	NCBI_gene:338699
MGI:2685071	NCBI_gene:9287
MGI:2148258	NCBI_gene:134864
MGI:2685995	NCBI_gene:83551
MGI:2685074	NCBI_gene:319100
MGI:2685073	NCBI_gene:9038
MGI:109246	NCBI_gene:3360
MGI:2685054	NCBI_gene:23432
MGI:2429635	NCBI_gene:59340
MGI:2139279	NCBI_gene:11255
MGI:107619	NCBI_gene:3269
MGI:88398	NCBI_gene:1131
MGI:88397	NCBI_gene:1129
MGI:109248	NCBI_gene:1133
MGI:88399	NCBI_gene:1132
MGI:88396	NCBI_gene:1128
MGI:2441890	NCBI_gene:2844
MGI:94926	NCBI_gene:1815
MGI:94925	NCBI_gene:1814
MGI:99578	NCBI_gene:1812
MGI:108482	NCBI_gene:3274
MGI:94927	NCBI_gene:101929815
MGI:1927578	NCBI_gene:102724538
MGI:1917379	NCBI_gene:80736
MGI:1917379	NCBI_gene:80736
MGI:1917379	NCBI_gene:80736
MGI:1917379	NCBI_gene:80736
MGI:1917379	NCBI_gene:80736
MGI:1917379	NCBI_gene:80736
MGI:1917379	NCBI_gene:80736
MGI:3035141	NCBI_gene:204962
MGI:1915932	NCBI_gene:57153
MGI:2384860	NCBI_gene:126969
MGI:2140592	NCBI_gene:23446
MGI:1352454	NCBI_gene:3164
MGI:1352457	NCBI_gene:8013
MGI:1352456	NCBI_gene:4929
MGI:1261437	NCBI_gene:509
MGI:1914401	NCBI_gene:
MGI:1914401	NCBI_gene:102724403
MGI:2384853	NCBI_gene:55080
MGI:1201689	NCBI_gene:6892
MGI:1201689	NCBI_gene:6892
MGI:1201689	NCBI_gene:6892
MGI:1201689	NCBI_gene:6892
MGI:1201689	NCBI_gene:6892
MGI:98326	NCBI_gene:6750
MGI:97436	NCBI_gene:4975
MGI:1919949	NCBI_gene:54923
MGI:2449939	NCBI_gene:84619
MGI:1930075	NCBI_gene:24144
MGI:107854	NCBI_gene:23617
MGI:1926237	NCBI_gene:102723751
MGI:1096572	NCBI_gene:60685
MGI:1929510	NCBI_gene:54469
MGI:1278334	NCBI_gene:7763
MGI:2176380	NCBI_gene:79083
MGI:108511	NCBI_gene:4336
MGI:2384407	NCBI_gene:25924
MGI:109156	NCBI_gene:64843
MGI:101791	NCBI_gene:3670
MGI:87884	NCBI_gene:49
MGI:105117	NCBI_gene:158809
MGI:105118	NCBI_gene:158809
MGI:2148174	NCBI_gene:4113
MGI:2148568	NCBI_gene:4113
MGI:3588211	NCBI_gene:4109
MGI:2148169	NCBI_gene:347541
MGI:3045344	NCBI_gene:286514
MGI:1922875	NCBI_gene:28986
MGI:1928994	NCBI_gene:7216
MGI:1930187	NCBI_gene:9500
MGI:1919217	NCBI_gene:139604
MGI:97290	NCBI_gene:4692
MGI:1351648	NCBI_gene:54551
MGI:2148149	NCBI_gene:57692
MGI:2148316	NCBI_gene:139599
MGI:1933391	NCBI_gene:10916
MGI:1913897	NCBI_gene:56160
MGI:95300	NCBI_gene:8890
MGI:2145118	NCBI_gene:8892
MGI:2384802	NCBI_gene:1967
MGI:1915123	NCBI_gene:84245
MGI:1914469	NCBI_gene:100996782
MGI:3704467	NCBI_gene:337966
MGI:1915887	NCBI_gene:337966
MGI:1330228	NCBI_gene:337966
MGI:1917338	NCBI_gene:64769
MGI:1917052	NCBI_gene:1353
MGI:1098577	NCBI_gene:64745
MGI:1338073	NCBI_gene:8318
MGI:2443588	NCBI_gene:23533
MGI:1919964	NCBI_gene:79023
MGI:1197523	NCBI_gene:5651
MGI:2686594	NCBI_gene:344805
MGI:2442348	NCBI_gene:389208
MGI:3513175	NCBI_gene:28983
MGI:2684853	NCBI_gene:339967
MGI:2385221	NCBI_gene:9407
MGI:1338881	NCBI_gene:6768
MGI:1354381	NCBI_gene:7113
MGI:2682935	NCBI_gene:84000
MGI:2155445	NCBI_gene:64699
MGI:1933407	NCBI_gene:80975
MGI:1919003	NCBI_gene:164656
MGI:3612246	NCBI_gene:360200
MGI:1916698	NCBI_gene:10942
MGI:1196620	NCBI_gene:3249
MGI:2685557	NCBI_gene:169436
MGI:2685924	NCBI_gene:100130827
MGI:1924142	NCBI_gene:51136
MGI:2442859	NCBI_gene:84900
MGI:95316	NCBI_gene:63036
MGI:1915118	NCBI_gene:23436
MGI:893580	NCBI_gene:5657
MGI:2679229	NCBI_gene:1991
MGI:95314	NCBI_gene:1990
MGI:1927204	NCBI_gene:9570
MGI:1855688	NCBI_gene:10490
