MGI:2387618	ZFIN:ZDB-GENE-070410-44
MGI:1926170	ZFIN:ZDB-GENE-030326-1
MGI:105386	ZFIN:ZDB-GENE-050320-85
MGI:1351627	ZFIN:ZDB-GENE-040426-1539
MGI:2385311	ZFIN:ZDB-GENE-030131-2921
MGI:1921285	ZFIN:ZDB-GENE-070629-1
MGI:1917353	ZFIN:ZDB-GENE-050417-272
MGI:1916413	ZFIN:ZDB-GENE-050913-59
MGI:1334416	ZFIN:ZDB-GENE-091204-188
MGI:1334417	ZFIN:ZDB-GENE-051120-111
MGI:3701972	ZFIN:ZDB-GENE-030721-3
MGI:2448469	ZFIN:ZDB-GENE-030721-3
MGI:1276574	ZFIN:ZDB-GENE-030131-2581
MGI:1918177	ZFIN:ZDB-GENE-030131-2140
MGI:1276545	ZFIN:ZDB-GENE-080519-3
MGI:2444959	ZFIN:ZDB-GENE-070705-340
MGI:2682319	ZFIN:ZDB-GENE-060223-2
MGI:96995	ZFIN:ZDB-GENE-060503-376
MGI:96995	ZFIN:ZDB-GENE-080521-1
MGI:2446244	ZFIN:ZDB-GENE-080521-4
MGI:2652820	ZFIN:ZDB-GENE-050309-289
MGI:1097695	ZFIN:ZDB-GENE-050114-1
MGI:107940	ZFIN:ZDB-GENE-041111-259
MGI:1915206	ZFIN:ZDB-GENE-060825-37
MGI:1099440	ZFIN:ZDB-GENE-030131-5105
MGI:2142581	ZFIN:ZDB-GENE-050324-2
MGI:1934229	ZFIN:ZDB-GENE-061013-224
MGI:2183158	ZFIN:ZDB-GENE-030131-6101
MGI:1924933	ZFIN:ZDB-GENE-080515-3
MGI:2148922	ZFIN:ZDB-GENE-010501-6
MGI:1921979	ZFIN:ZDB-GENE-080204-61
MGI:1915621	ZFIN:ZDB-GENE-050522-217
MGI:1926321	ZFIN:ZDB-GENE-091113-23
MGI:99959	ZFIN:ZDB-GENE-030131-73
MGI:2685024	ZFIN:ZDB-GENE-040426-1386
MGI:2143920	ZFIN:ZDB-GENE-030131-9845
MGI:2159728	ZFIN:ZDB-GENE-080220-10
MGI:1346029	ZFIN:ZDB-GENE-060503-544
MGI:107181	ZFIN:ZDB-GENE-041210-180
MGI:2385894	ZFIN:ZDB-GENE-070112-2182
MGI:892977	ZFIN:ZDB-GENE-030717-3
MGI:1933154	ZFIN:ZDB-GENE-030131-1566
MGI:2444589	ZFIN:ZDB-GENE-030131-5349
MGI:2444491	ZFIN:ZDB-GENE-040426-1876
MGI:1915525	ZFIN:ZDB-GENE-030912-3
MGI:106478	ZFIN:ZDB-GENE-030131-2748
MGI:104803	ZFIN:ZDB-GENE-040426-1032
MGI:97555	ZFIN:ZDB-GENE-040426-2711
MGI:1920352	ZFIN:ZDB-GENE-030131-3564
MGI:1336187	ZFIN:ZDB-GENE-040426-2249
MGI:1335072	ZFIN:ZDB-GENE-040426-2167
MGI:2143107	ZFIN:ZDB-GENE-061013-532
MGI:1918090	ZFIN:ZDB-GENE-041001-166
MGI:1329012	ZFIN:ZDB-GENE-091012-1
MGI:2444335	ZFIN:ZDB-GENE-041114-109
MGI:1915916	ZFIN:ZDB-GENE-060526-336
MGI:2138153	ZFIN:ZDB-GENE-030131-8569
MGI:98090	ZFIN:ZDB-GENE-031023-2
MGI:1914716	ZFIN:ZDB-GENE-030131-2365
MGI:1202877	ZFIN:ZDB-GENE-040912-125
MGI:2140843	ZFIN:ZDB-GENE-050522-98
MGI:1913776	ZFIN:ZDB-GENE-070705-486
MGI:1196908	ZFIN:ZDB-GENE-040426-1860
MGI:107368	ZFIN:ZDB-GENE-040426-985
MGI:1196624	ZFIN:ZDB-GENE-030131-8049
MGI:1914251	ZFIN:ZDB-GENE-030131-8898
MGI:2443671	ZFIN:ZDB-GENE-091204-65
MGI:2389007	ZFIN:ZDB-GENE-050419-219
MGI:2389007	ZFIN:ZDB-GENE-070705-220
MGI:1277962	ZFIN:ZDB-GENE-070410-106
MGI:109241	ZFIN:ZDB-GENE-071004-39
MGI:101876	ZFIN:ZDB-GENE-091013-5
MGI:1916125	ZFIN:ZDB-GENE-091202-2
MGI:1916125	ZFIN:ZDB-GENE-091118-106
MGI:2442900	ZFIN:ZDB-GENE-030131-1811
MGI:2442368	ZFIN:ZDB-GENE-061013-154
MGI:2385092	ZFIN:ZDB-GENE-050913-62
MGI:2444752	ZFIN:ZDB-GENE-040718-473
MGI:1354709	ZFIN:ZDB-GENE-030131-5287
MGI:2140201	ZFIN:ZDB-GENE-080513-3
MGI:1919316	ZFIN:ZDB-GENE-041114-9
MGI:2181411	ZFIN:ZDB-GENE-040426-2498
MGI:107678	ZFIN:ZDB-GENE-040426-1524
MGI:1858226	ZFIN:ZDB-GENE-070912-43
MGI:2660847	ZFIN:ZDB-GENE-041001-177
MGI:2149330	ZFIN:ZDB-GENE-060503-585
MGI:2138890	ZFIN:ZDB-GENE-040426-1343
MGI:1261849	ZFIN:ZDB-GENE-070112-1662
MGI:3647046	ZFIN:ZDB-GENE-070705-331
MGI:3647046	ZFIN:ZDB-GENE-120215-106
MGI:106426	ZFIN:ZDB-GENE-040426-1622
MGI:1921612	ZFIN:ZDB-GENE-081104-362
MGI:98647	ZFIN:ZDB-GENE-100922-277
MGI:105050	ZFIN:ZDB-GENE-060512-94
MGI:1921266	ZFIN:ZDB-GENE-081105-128
MGI:98917	ZFIN:ZDB-GENE-040323-2
MGI:2385598	ZFIN:ZDB-GENE-041114-62
MGI:2444557	ZFIN:ZDB-GENE-041114-22
MGI:1923747	ZFIN:ZDB-GENE-050417-99
MGI:3045354	ZFIN:ZDB-GENE-081104-422
MGI:1916449	ZFIN:ZDB-GENE-041014-7
MGI:103039	ZFIN:ZDB-GENE-080321-1
MGI:103063	ZFIN:ZDB-GENE-980526-499
MGI:103038	ZFIN:ZDB-GENE-980526-68
MGI:103062	ZFIN:ZDB-GENE-030616-264
MGI:103035	ZFIN:ZDB-GENE-030820-2
MGI:1921669	ZFIN:ZDB-GENE-030909-13
MGI:1915513	ZFIN:ZDB-GENE-040426-2173
MGI:88137	ZFIN:ZDB-GENE-030124-2
MGI:1270863	ZFIN:ZDB-GENE-050522-14
MGI:2441932	ZFIN:ZDB-GENE-090313-224
MGI:2181669	ZFIN:ZDB-GENE-030616-529
MGI:1914094	ZFIN:ZDB-GENE-060331-113
MGI:1913862	ZFIN:ZDB-GENE-041010-190
MGI:2443514	ZFIN:ZDB-GENE-030131-1665
MGI:1914868	ZFIN:ZDB-GENE-050913-36
MGI:97803	ZFIN:ZDB-GENE-030131-7647
MGI:1859652	ZFIN:ZDB-GENE-021210-2
MGI:2686040	ZFIN:ZDB-GENE-021210-3
MGI:103025	ZFIN:ZDB-GENE-021210-1
MGI:1915842	ZFIN:ZDB-GENE-040801-170
MGI:2146198	ZFIN:ZDB-GENE-050522-318
MGI:99146	ZFIN:ZDB-GENE-000629-3
MGI:1890546	ZFIN:ZDB-GENE-040426-747
MGI:2135608	ZFIN:ZDB-GENE-030925-47
MGI:1891679	ZFIN:ZDB-GENE-060421-6989
MGI:1277143	ZFIN:ZDB-GENE-040718-302
MGI:107193	ZFIN:ZDB-GENE-040426-1476
MGI:2385142	ZFIN:ZDB-GENE-041114-19
MGI:1289171	ZFIN:ZDB-GENE-050417-462
MGI:1914261	ZFIN:ZDB-GENE-040426-926
MGI:95675	ZFIN:ZDB-GENE-070720-5
MGI:1919348	ZFIN:ZDB-GENE-040426-1267
MGI:1915641	ZFIN:ZDB-GENE-070912-571
MGI:1914621	ZFIN:ZDB-GENE-040426-1009
MGI:88508	ZFIN:ZDB-GENE-040801-148
MGI:104686	ZFIN:ZDB-GENE-040426-2951
MGI:1913298	ZFIN:ZDB-GENE-030131-9164
MGI:1917270	ZFIN:ZDB-GENE-061013-69
MGI:2384904	ZFIN:ZDB-GENE-040801-105
MGI:1922925	ZFIN:ZDB-GENE-050208-335
MGI:108430	ZFIN:ZDB-GENE-040426-1493
MGI:2178103	ZFIN:ZDB-GENE-040426-2816
MGI:1929864	ZFIN:ZDB-GENE-060312-32
MGI:1918128	ZFIN:ZDB-GENE-081104-244
MGI:1933549	ZFIN:ZDB-GENE-061013-184
MGI:2143698	ZFIN:ZDB-GENE-070705-251
MGI:1919607	ZFIN:ZDB-GENE-070424-17
MGI:107671	ZFIN:ZDB-GENE-030710-8
MGI:97623	ZFIN:ZDB-GENE-001202-1
MGI:107672	ZFIN:ZDB-GENE-030710-9
MGI:1915363	ZFIN:ZDB-GENE-040426-982
MGI:1338756	ZFIN:ZDB-GENE-070912-59
MGI:2446138	ZFIN:ZDB-GENE-040724-11
MGI:2140327	ZFIN:ZDB-GENE-040426-1131
MGI:1921439	ZFIN:ZDB-GENE-050522-156
MGI:1923036	ZFIN:ZDB-GENE-051120-174
MGI:2685813	ZFIN:ZDB-GENE-050309-90
MGI:1917888	ZFIN:ZDB-GENE-040718-129
MGI:103099	ZFIN:ZDB-GENE-040912-129
MGI:3040672	ZFIN:ZDB-GENE-030131-7479
MGI:3781353	ZFIN:ZDB-GENE-030131-7479
MGI:2447670	ZFIN:ZDB-GENE-110401-3
MGI:87948	ZFIN:ZDB-GENE-050417-337
MGI:87947	ZFIN:ZDB-GENE-040516-18
MGI:2385277	ZFIN:ZDB-GENE-040426-704
MGI:1913476	ZFIN:ZDB-GENE-060929-1266
MGI:2445027	ZFIN:ZDB-GENE-070705-156
MGI:2684944	ZFIN:ZDB-GENE-080204-57
MGI:1921372	ZFIN:ZDB-GENE-040426-2348
MGI:1098592	ZFIN:ZDB-GENE-050522-334
MGI:108089	ZFIN:ZDB-GENE-990415-57
MGI:1916526	ZFIN:ZDB-GENE-050913-83
MGI:107339	ZFIN:ZDB-GENE-061013-79
MGI:2137092	ZFIN:ZDB-GENE-051120-72
MGI:1349431	ZFIN:ZDB-GENE-030131-5552
MGI:1923686	ZFIN:ZDB-GENE-050320-73
MGI:2140726	ZFIN:ZDB-GENE-030131-4289
MGI:1860138	ZFIN:ZDB-GENE-050208-373
MGI:109443	ZFIN:ZDB-GENE-041007-2
MGI:1924034	ZFIN:ZDB-GENE-030131-1092
MGI:2441772	ZFIN:ZDB-GENE-050208-20
MGI:1336880	ZFIN:ZDB-GENE-040426-1569
MGI:95288	ZFIN:ZDB-GENE-030131-5128
MGI:2444783	ZFIN:ZDB-GENE-060201-3
MGI:1891704	ZFIN:ZDB-GENE-030131-2987
MGI:1316728	ZFIN:ZDB-GENE-030131-4009
MGI:1096317	ZFIN:ZDB-GENE-040718-64
MGI:1096881	ZFIN:ZDB-GENE-030131-8278
MGI:1920393	ZFIN:ZDB-GENE-030131-8101
MGI:1927241	ZFIN:ZDB-GENE-030131-371
MGI:1919541	ZFIN:ZDB-GENE-060526-196
MGI:101781	ZFIN:ZDB-GENE-040704-13
MGI:2446129	ZFIN:ZDB-GENE-061215-136
MGI:2447762	ZFIN:ZDB-GENE-081104-292
MGI:1917372	ZFIN:ZDB-GENE-050417-356
MGI:1927238	ZFIN:ZDB-GENE-081105-45
MGI:1927224	ZFIN:ZDB-GENE-040718-252
MGI:1919349	ZFIN:ZDB-GENE-060825-249
MGI:2447813	ZFIN:ZDB-GENE-040616-1
MGI:1926236	ZFIN:ZDB-GENE-040808-20
MGI:97380	ZFIN:ZDB-GENE-031118-66
MGI:88145	ZFIN:ZDB-GENE-000412-1
MGI:97321	ZFIN:ZDB-GENE-990415-176
MGI:98002	ZFIN:ZDB-GENE-030131-5297
MGI:2137215	ZFIN:ZDB-GENE-040718-294
MGI:1922656	ZFIN:ZDB-GENE-041111-261
MGI:1914594	ZFIN:ZDB-GENE-040912-49
MGI:1913311	ZFIN:ZDB-GENE-081104-219
MGI:1914367	ZFIN:ZDB-GENE-040927-24
MGI:98643	ZFIN:ZDB-GENE-041210-9
MGI:1913368	ZFIN:ZDB-GENE-050522-161
MGI:2137211	ZFIN:ZDB-GENE-070717-4
MGI:1913386	ZFIN:ZDB-GENE-050320-131
MGI:1917170	ZFIN:ZDB-GENE-041010-106
MGI:1914255	ZFIN:ZDB-GENE-040718-291
MGI:1261890	ZFIN:ZDB-GENE-081107-16
MGI:107563	ZFIN:ZDB-GENE-080204-105
MGI:107564	ZFIN:ZDB-GENE-081105-85
MGI:1929475	ZFIN:ZDB-GENE-050522-272
MGI:1915654	ZFIN:ZDB-GENE-040718-212
MGI:2443642	ZFIN:ZDB-GENE-050419-106
MGI:96013	ZFIN:ZDB-GENE-040912-99
MGI:1344402	ZFIN:ZDB-GENE-080303-3
MGI:1913106	ZFIN:ZDB-GENE-040219-5
MGI:2687319	ZFIN:ZDB-GENE-090109-2
MGI:2139461	ZFIN:ZDB-GENE-040426-1837
MGI:1913685	ZFIN:ZDB-GENE-050517-21
MGI:2443162	ZFIN:ZDB-GENE-061103-619
MGI:1352751	ZFIN:ZDB-GENE-100422-19
MGI:1929645	ZFIN:ZDB-GENE-060421-4898
MGI:108016	ZFIN:ZDB-GENE-060503-223
MGI:2147627	ZFIN:ZDB-GENE-030425-2
MGI:2145219	ZFIN:ZDB-GENE-030131-6325
MGI:2142973	ZFIN:ZDB-GENE-070928-3
MGI:1913808	ZFIN:ZDB-GENE-030114-7
MGI:1345633	ZFIN:ZDB-GENE-030219-83
MGI:1916165	ZFIN:ZDB-GENE-060503-575
MGI:90675	ZFIN:ZDB-GENE-010601-1
MGI:1919586	ZFIN:ZDB-GENE-030616-608
MGI:104728	ZFIN:ZDB-GENE-040426-2407
MGI:2443135	ZFIN:ZDB-GENE-070705-169
MGI:1915427	ZFIN:ZDB-GENE-030616-542
MGI:107822	ZFIN:ZDB-GENE-040718-12
MGI:2444772	ZFIN:ZDB-GENE-031107-1
MGI:2678023	ZFIN:ZDB-GENE-030616-592
MGI:2683087	ZFIN:ZDB-GENE-031107-2
MGI:2443598	ZFIN:ZDB-GENE-070912-489
MGI:1915009	ZFIN:ZDB-GENE-050809-125
MGI:1914473	ZFIN:ZDB-GENE-030131-5261
MGI:97369	ZFIN:ZDB-GENE-070705-24
MGI:1917810	ZFIN:ZDB-GENE-050306-26
MGI:2142951	ZFIN:ZDB-GENE-050522-287
MGI:1919880	ZFIN:ZDB-GENE-070226-1
MGI:1920692	ZFIN:ZDB-GENE-031001-1
MGI:1195261	ZFIN:ZDB-GENE-020916-2
MGI:2449492	ZFIN:ZDB-GENE-030131-1868
MGI:1916289	ZFIN:ZDB-GENE-030131-6121
MGI:1920249	ZFIN:ZDB-GENE-040202-1
MGI:1916690	ZFIN:ZDB-GENE-030131-9382
MGI:2442980	ZFIN:ZDB-GENE-041010-63
MGI:2444173	ZFIN:ZDB-GENE-030131-7197
MGI:1916139	ZFIN:ZDB-GENE-070112-2122
MGI:1891884	ZFIN:ZDB-GENE-030131-9425
MGI:1917244	ZFIN:ZDB-GENE-031030-15
MGI:1923523	ZFIN:ZDB-GENE-040426-2662
MGI:1929601	ZFIN:ZDB-GENE-040718-207
MGI:1913293	ZFIN:ZDB-GENE-030131-7649
MGI:2135760	ZFIN:ZDB-GENE-090313-59
MGI:2445183	ZFIN:ZDB-GENE-040426-1822
MGI:1921661	ZFIN:ZDB-GENE-040724-247
MGI:88175	ZFIN:ZDB-GENE-040426-721
MGI:95872	ZFIN:ZDB-GENE-070705-256
MGI:2384865	ZFIN:ZDB-GENE-060503-329
MGI:2445114	ZFIN:ZDB-GENE-061215-46
MGI:5313118	ZFIN:ZDB-GENE-061215-46
MGI:1916296	ZFIN:ZDB-GENE-050626-94
MGI:3574096	ZFIN:ZDB-GENE-050626-94
MGI:1913738	ZFIN:ZDB-GENE-040426-2729
MGI:1924489	ZFIN:ZDB-GENE-060825-65
MGI:2384837	ZFIN:ZDB-GENE-050306-4
MGI:1343184	ZFIN:ZDB-GENE-110411-271
MGI:1919787	ZFIN:ZDB-GENE-030131-3271
MGI:88437	ZFIN:ZDB-GENE-030521-29
MGI:2685587	ZFIN:ZDB-GENE-120215-131
MGI:1261912	ZFIN:ZDB-GENE-090313-350
MGI:88253	ZFIN:ZDB-GENE-050417-26
MGI:88269	ZFIN:ZDB-GENE-031219-5
MGI:1926249	ZFIN:ZDB-GENE-080220-57
MGI:103100	ZFIN:ZDB-GENE-040426-1786
MGI:1919855	ZFIN:ZDB-GENE-050419-266
MGI:1344341	ZFIN:ZDB-GENE-051030-57
MGI:1333786	ZFIN:ZDB-GENE-030131-7091
MGI:1931324	ZFIN:ZDB-GENE-091204-152
MGI:1096574	ZFIN:ZDB-GENE-080204-85
MGI:1354163	ZFIN:ZDB-GENE-030131-5533
MGI:95908	ZFIN:ZDB-GENE-040426-1589
MGI:1917625	ZFIN:ZDB-GENE-030910-4
MGI:108062	ZFIN:ZDB-GENE-030922-1
MGI:108064	ZFIN:ZDB-GENE-010319-31
MGI:1913725	ZFIN:ZDB-GENE-080220-50
MGI:1346333	ZFIN:ZDB-GENE-091204-48
MGI:103187	ZFIN:ZDB-GENE-030131-1226
MGI:1914544	ZFIN:ZDB-GENE-071116-7
MGI:1924188	ZFIN:ZDB-GENE-040426-817
MGI:2442451	ZFIN:ZDB-GENE-060315-3
MGI:1928477	ZFIN:ZDB-GENE-060315-4
MGI:95486	ZFIN:ZDB-GENE-040426-1936
MGI:1919675	ZFIN:ZDB-GENE-030131-4155
MGI:98159	ZFIN:ZDB-GENE-040801-8
MGI:2684864	ZFIN:ZDB-GENE-030131-4420
MGI:2384034	ZFIN:ZDB-GENE-050522-196
MGI:88497	ZFIN:ZDB-GENE-040801-196
MGI:1920717	ZFIN:ZDB-GENE-061103-379
MGI:1915140	ZFIN:ZDB-GENE-040426-2930
MGI:2181192	ZFIN:ZDB-GENE-060113-3
MGI:3614797	ZFIN:ZDB-GENE-060113-2
MGI:2685968	ZFIN:ZDB-GENE-060113-1
MGI:1919579	ZFIN:ZDB-GENE-041114-175
MGI:2384576	ZFIN:ZDB-GENE-110411-25
MGI:2387201	ZFIN:ZDB-GENE-070410-65
MGI:2686277	ZFIN:ZDB-GENE-050417-297
MGI:2444846	ZFIN:ZDB-GENE-040822-27
MGI:2446259	ZFIN:ZDB-GENE-040927-3
MGI:97397	ZFIN:ZDB-GENE-040927-3
MGI:1918355	ZFIN:ZDB-GENE-070912-693
MGI:1913660	ZFIN:ZDB-GENE-040718-359
MGI:1914497	ZFIN:ZDB-GENE-050327-95
MGI:99257	ZFIN:ZDB-GENE-030131-3827
MGI:1913449	ZFIN:ZDB-GENE-060929-600
MGI:1306825	ZFIN:ZDB-GENE-030131-3854
MGI:2442402	ZFIN:ZDB-GENE-040915-1
MGI:2442892	ZFIN:ZDB-GENE-040718-75
MGI:1927155	ZFIN:ZDB-GENE-040801-265
MGI:3603344	ZFIN:ZDB-GENE-070308-1
MGI:2148258	ZFIN:ZDB-GENE-041014-49
MGI:2685075	ZFIN:ZDB-GENE-100514-1
MGI:2685073	ZFIN:ZDB-GENE-070424-255
MGI:2685073	ZFIN:ZDB-GENE-041014-60
MGI:109246	ZFIN:ZDB-GENE-091204-249
MGI:2685054	ZFIN:ZDB-GENE-030616-58
MGI:107619	ZFIN:ZDB-GENE-070531-3
MGI:88398	ZFIN:ZDB-GENE-090410-4
MGI:88397	ZFIN:ZDB-GENE-030314-1
MGI:109248	ZFIN:ZDB-GENE-080723-32
MGI:88399	ZFIN:ZDB-GENE-090410-6
MGI:94926	ZFIN:ZDB-GENE-070112-996
MGI:94925	ZFIN:ZDB-GENE-021119-1
MGI:99578	ZFIN:ZDB-GENE-070524-2
MGI:108482	ZFIN:ZDB-GENE-070928-20
MGI:3035141	ZFIN:ZDB-GENE-070705-333
MGI:1915932	ZFIN:ZDB-GENE-030131-3065
MGI:2140592	ZFIN:ZDB-GENE-050417-204
MGI:1352454	ZFIN:ZDB-GENE-040704-11
MGI:1352457	ZFIN:ZDB-GENE-070824-4
MGI:1352456	ZFIN:ZDB-GENE-990415-184
MGI:1261437	ZFIN:ZDB-GENE-030131-8901
MGI:1914401	ZFIN:ZDB-GENE-030131-431
MGI:1201689	ZFIN:ZDB-GENE-060503-136
MGI:1201689	ZFIN:ZDB-GENE-010110-2
MGI:97436	ZFIN:ZDB-GENE-050626-118
MGI:2449939	ZFIN:ZDB-GENE-040426-1248
MGI:1930075	ZFIN:ZDB-GENE-040718-479
MGI:107854	ZFIN:ZDB-GENE-030131-2843
MGI:1096572	ZFIN:ZDB-GENE-050706-134
MGI:1929510	ZFIN:ZDB-GENE-040426-875
MGI:2176380	ZFIN:ZDB-GENE-070803-2
MGI:2384407	ZFIN:ZDB-GENE-080123-1
MGI:109156	ZFIN:ZDB-GENE-980526-562
MGI:101791	ZFIN:ZDB-GENE-980526-112
MGI:1913897	ZFIN:ZDB-GENE-031107-3
MGI:95300	ZFIN:ZDB-GENE-030131-955
MGI:2145118	ZFIN:ZDB-GENE-040426-2605
MGI:2384802	ZFIN:ZDB-GENE-040625-25
MGI:1915123	ZFIN:ZDB-GENE-080204-109
MGI:1914469	ZFIN:ZDB-GENE-040426-1276
MGI:1917338	ZFIN:ZDB-GENE-040808-12
MGI:1917052	ZFIN:ZDB-GENE-050506-82
MGI:1098577	ZFIN:ZDB-GENE-031118-203
MGI:1338073	ZFIN:ZDB-GENE-040426-2710
MGI:2443588	ZFIN:ZDB-GENE-030131-2308
MGI:1919964	ZFIN:ZDB-GENE-040718-363
MGI:1197523	ZFIN:ZDB-GENE-091204-83
MGI:1354381	ZFIN:ZDB-GENE-041212-48
MGI:2155445	ZFIN:ZDB-GENE-070912-70
MGI:3612246	ZFIN:ZDB-GENE-050208-573
MGI:1196620	ZFIN:ZDB-GENE-060503-733
MGI:1924142	ZFIN:ZDB-GENE-040426-2324
MGI:2442859	ZFIN:ZDB-GENE-050522-168
MGI:95316	ZFIN:ZDB-GENE-060710-2
MGI:95314	ZFIN:ZDB-GENE-040808-55
MGI:1927204	ZFIN:ZDB-GENE-030131-3290
MGI:1855688	ZFIN:ZDB-GENE-040426-1148
MGI:1855699	ZFIN:ZDB-GENE-050809-135
MGI:1919862	ZFIN:ZDB-GENE-030131-740
MGI:1913843	ZFIN:ZDB-GENE-040426-1303
MGI:1858963	ZFIN:ZDB-GENE-050522-450
MGI:2442621	ZFIN:ZDB-GENE-040426-1019
MGI:2443419	ZFIN:ZDB-GENE-091113-27
MGI:1916274	ZFIN:ZDB-GENE-040426-1377
MGI:1916249	ZFIN:ZDB-GENE-060224-2
MGI:98036	ZFIN:ZDB-GENE-030131-4343
MGI:1918699	ZFIN:ZDB-GENE-060929-60
MGI:1923560	ZFIN:ZDB-GENE-070424-244
MGI:1921301	ZFIN:ZDB-GENE-081104-268
MGI:1913296	ZFIN:ZDB-GENE-011010-1
MGI:1913396	ZFIN:ZDB-GENE-040426-1097
MGI:2442184	ZFIN:ZDB-GENE-060421-3470
MGI:1922016	ZFIN:ZDB-GENE-040724-124
MGI:1915532	ZFIN:ZDB-GENE-040822-35
MGI:1101771	ZFIN:ZDB-GENE-110221-1
MGI:2183549	ZFIN:ZDB-GENE-060503-93
MGI:104576	ZFIN:ZDB-GENE-081104-434
MGI:1927165	ZFIN:ZDB-GENE-030131-9498
MGI:1344403	ZFIN:ZDB-GENE-030131-5736
MGI:1924828	ZFIN:ZDB-GENE-090313-135
MGI:1933114	ZFIN:ZDB-GENE-040927-29
MGI:1921077	ZFIN:ZDB-GENE-050809-123
MGI:2685972	ZFIN:ZDB-GENE-120215-196
MGI:2181962	ZFIN:ZDB-GENE-050417-70
MGI:1913440	ZFIN:ZDB-GENE-091204-155
MGI:2136405	ZFIN:ZDB-GENE-040630-8
MGI:2680221	ZFIN:ZDB-GENE-050419-24
MGI:1341284	ZFIN:ZDB-GENE-030131-415
MGI:1349475	ZFIN:ZDB-GENE-041014-4
MGI:2388479	ZFIN:ZDB-GENE-040724-174
MGI:1349473	ZFIN:ZDB-GENE-030904-6
MGI:2388481	ZFIN:ZDB-GENE-040426-2568
MGI:1330276	ZFIN:ZDB-GENE-040625-15
MGI:1916327	ZFIN:ZDB-GENE-030131-984
MGI:1916327	ZFIN:ZDB-GENE-030131-2711
MGI:1926224	ZFIN:ZDB-GENE-040927-11
MGI:1933973	ZFIN:ZDB-GENE-040426-2464
MGI:1919273	ZFIN:ZDB-GENE-040912-157
MGI:1929280	ZFIN:ZDB-GENE-041010-205
MGI:1914244	ZFIN:ZDB-GENE-050913-81
MGI:1921690	ZFIN:ZDB-GENE-050419-50
MGI:1914289	ZFIN:ZDB-GENE-030131-5547
MGI:3645343	ZFIN:ZDB-GENE-040622-2
MGI:1860603	ZFIN:ZDB-GENE-040622-2
MGI:106018	ZFIN:ZDB-GENE-060322-10
MGI:106020	ZFIN:ZDB-GENE-020919-4
MGI:2386797	ZFIN:ZDB-GENE-060322-9
MGI:109243	ZFIN:ZDB-GENE-060322-8
MGI:106011	ZFIN:ZDB-GENE-051005-1
MGI:106019	ZFIN:ZDB-GENE-060228-4
MGI:87853	ZFIN:ZDB-GENE-060215-1
MGI:892013	ZFIN:ZDB-GENE-040817-1
MGI:2144755	ZFIN:ZDB-GENE-030131-6321
MGI:1917004	ZFIN:ZDB-GENE-050913-68
MGI:1333833	ZFIN:ZDB-GENE-070209-1
MGI:104793	ZFIN:ZDB-GENE-060929-164
MGI:1889007	ZFIN:ZDB-GENE-100922-257
MGI:2157091	ZFIN:ZDB-GENE-040426-2394
MGI:1925589	ZFIN:ZDB-GENE-051120-105
MGI:107676	ZFIN:ZDB-GENE-050522-9
MGI:2151113	ZFIN:ZDB-GENE-030131-1798
MGI:1918985	ZFIN:ZDB-GENE-030131-5335
MGI:1098221	ZFIN:ZDB-GENE-051030-97
MGI:2442985	ZFIN:ZDB-GENE-040426-736
MGI:1914523	ZFIN:ZDB-GENE-030131-670
MGI:1913266	ZFIN:ZDB-GENE-040718-243
MGI:1351602	ZFIN:ZDB-GENE-040625-14
MGI:102726	ZFIN:ZDB-GENE-041024-3
MGI:1860139	ZFIN:ZDB-GENE-060503-5
MGI:2653880	ZFIN:ZDB-GENE-081104-409
MGI:2386030	ZFIN:ZDB-GENE-060503-620
MGI:1929093	ZFIN:ZDB-GENE-040718-87
MGI:97770	ZFIN:ZDB-GENE-120215-75
MGI:97770	ZFIN:ZDB-GENE-041008-73
MGI:3712668	ZFIN:ZDB-GENE-041014-304
MGI:1933250	ZFIN:ZDB-GENE-041014-304
MGI:1913617	ZFIN:ZDB-GENE-030131-8906
MGI:1100878	ZFIN:ZDB-GENE-030410-5
MGI:1913678	ZFIN:ZDB-GENE-030428-1
MGI:88297	ZFIN:ZDB-GENE-060720-30
MGI:1925123	ZFIN:ZDB-GENE-060526-201
MGI:104614	ZFIN:ZDB-GENE-040724-95
MGI:2429611	ZFIN:ZDB-GENE-071119-3
MGI:2444070	ZFIN:ZDB-GENE-071119-1
MGI:2429397	ZFIN:ZDB-GENE-061108-4
MGI:1861452	ZFIN:ZDB-GENE-091204-80
MGI:1916465	ZFIN:ZDB-GENE-040718-292
MGI:98233	ZFIN:ZDB-GENE-050913-41
MGI:2147162	ZFIN:ZDB-GENE-030219-130
MGI:1328357	ZFIN:ZDB-GENE-050201-2
MGI:2144113	ZFIN:ZDB-GENE-050522-150
MGI:3647683	ZFIN:ZDB-GENE-090313-330
MGI:1197514	ZFIN:ZDB-GENE-020419-16
MGI:2443764	ZFIN:ZDB-GENE-041212-47
MGI:105059	ZFIN:ZDB-GENE-030131-7098
MGI:1920428	ZFIN:ZDB-GENE-070209-220
MGI:103267	ZFIN:ZDB-GENE-030131-2332
MGI:1270847	ZFIN:ZDB-GENE-030826-26
MGI:109198	ZFIN:ZDB-GENE-031118-83
MGI:1921664	ZFIN:ZDB-GENE-040426-992
MGI:1349442	ZFIN:ZDB-GENE-030131-8867
MGI:1915141	ZFIN:ZDB-GENE-030131-9034
MGI:1346072	ZFIN:ZDB-GENE-040718-282
